            * c:\users\admin\desktop\yash\iitb\intfosse\intfosse.cir
            AC Analysis  Sat Dec 21 22:49:22  2024
--------------------------------------------------------------------------------
Index   frequency       net-_c1-pad1_                   
--------------------------------------------------------------------------------
0	1.000000e+00	0.000000e+00,	0.000000e+00	
1	1.010101e+07	0.000000e+00,	0.000000e+00	
2	2.020202e+07	0.000000e+00,	0.000000e+00	
3	3.030303e+07	0.000000e+00,	0.000000e+00	
4	4.040404e+07	0.000000e+00,	0.000000e+00	
5	5.050505e+07	0.000000e+00,	0.000000e+00	
6	6.060606e+07	0.000000e+00,	0.000000e+00	
7	7.070707e+07	0.000000e+00,	0.000000e+00	
8	8.080808e+07	0.000000e+00,	0.000000e+00	
9	9.090909e+07	0.000000e+00,	0.000000e+00	
10	1.010101e+08	0.000000e+00,	0.000000e+00	
11	1.111111e+08	0.000000e+00,	0.000000e+00	
12	1.212121e+08	0.000000e+00,	0.000000e+00	
13	1.313131e+08	0.000000e+00,	0.000000e+00	
14	1.414141e+08	0.000000e+00,	0.000000e+00	
15	1.515152e+08	0.000000e+00,	0.000000e+00	
16	1.616162e+08	0.000000e+00,	0.000000e+00	
17	1.717172e+08	0.000000e+00,	0.000000e+00	
18	1.818182e+08	0.000000e+00,	0.000000e+00	
19	1.919192e+08	0.000000e+00,	0.000000e+00	
20	2.020202e+08	0.000000e+00,	0.000000e+00	
21	2.121212e+08	0.000000e+00,	0.000000e+00	
22	2.222222e+08	0.000000e+00,	0.000000e+00	
23	2.323232e+08	0.000000e+00,	0.000000e+00	
24	2.424242e+08	0.000000e+00,	0.000000e+00	
25	2.525253e+08	0.000000e+00,	0.000000e+00	
26	2.626263e+08	0.000000e+00,	0.000000e+00	
27	2.727273e+08	0.000000e+00,	0.000000e+00	
28	2.828283e+08	0.000000e+00,	0.000000e+00	
29	2.929293e+08	0.000000e+00,	0.000000e+00	
30	3.030303e+08	0.000000e+00,	0.000000e+00	
31	3.131313e+08	0.000000e+00,	0.000000e+00	
32	3.232323e+08	0.000000e+00,	0.000000e+00	
33	3.333333e+08	0.000000e+00,	0.000000e+00	
34	3.434343e+08	0.000000e+00,	0.000000e+00	
35	3.535354e+08	0.000000e+00,	0.000000e+00	
36	3.636364e+08	0.000000e+00,	0.000000e+00	
37	3.737374e+08	0.000000e+00,	0.000000e+00	
38	3.838384e+08	0.000000e+00,	0.000000e+00	
39	3.939394e+08	0.000000e+00,	0.000000e+00	
40	4.040404e+08	0.000000e+00,	0.000000e+00	
41	4.141414e+08	0.000000e+00,	0.000000e+00	
42	4.242424e+08	0.000000e+00,	0.000000e+00	
43	4.343434e+08	0.000000e+00,	0.000000e+00	
44	4.444444e+08	0.000000e+00,	0.000000e+00	
45	4.545455e+08	0.000000e+00,	0.000000e+00	
46	4.646465e+08	0.000000e+00,	0.000000e+00	
47	4.747475e+08	0.000000e+00,	0.000000e+00	
48	4.848485e+08	0.000000e+00,	0.000000e+00	
49	4.949495e+08	0.000000e+00,	0.000000e+00	
50	5.050505e+08	0.000000e+00,	0.000000e+00	
51	5.151515e+08	0.000000e+00,	0.000000e+00	
52	5.252525e+08	0.000000e+00,	0.000000e+00	
53	5.353535e+08	0.000000e+00,	0.000000e+00	
54	5.454545e+08	0.000000e+00,	0.000000e+00	

Index   frequency       net-_c1-pad1_                   
--------------------------------------------------------------------------------
55	5.555556e+08	0.000000e+00,	0.000000e+00	
56	5.656566e+08	0.000000e+00,	0.000000e+00	
57	5.757576e+08	0.000000e+00,	0.000000e+00	
58	5.858586e+08	0.000000e+00,	0.000000e+00	
59	5.959596e+08	0.000000e+00,	0.000000e+00	
60	6.060606e+08	0.000000e+00,	0.000000e+00	
61	6.161616e+08	0.000000e+00,	0.000000e+00	
62	6.262626e+08	0.000000e+00,	0.000000e+00	
63	6.363636e+08	0.000000e+00,	0.000000e+00	
64	6.464646e+08	0.000000e+00,	0.000000e+00	
65	6.565657e+08	0.000000e+00,	0.000000e+00	
66	6.666667e+08	0.000000e+00,	0.000000e+00	
67	6.767677e+08	0.000000e+00,	0.000000e+00	
68	6.868687e+08	0.000000e+00,	0.000000e+00	
69	6.969697e+08	0.000000e+00,	0.000000e+00	
70	7.070707e+08	0.000000e+00,	0.000000e+00	
